run,condition,CF,a<sub>HSC</sub>,p<sub>HSC→MPP</sub>,p<sub>MPP→CMP</sub>,p<sub>CMP→GMP</sub>,p<sub>CMP→MEP</sub>,p<sub>MPP→MLP</sub>,p<sub>MEP→EP+</sub>,p<sub>EP+→EP-</sub>,p<sub>MPP→EP+</sub>,k<sub>MPP</sub>,d<sub>CMP</sub>,p<sub>GMP→M</sub>,d<sub>MEP</sub>,p<sub>MLP→M</sub>,d<sub>EP+</sub>,p<sub>EP-→M</sub>
11,K27M,307.0739443501141,0.04231657759370518,0.43514908007000697,4.069485527855862,0.058884690562232,0.38775291286095137,0.014603068425433342,7.262712842054862,0.7341726675493513,2.564508484392628,5.934652382646307,1.4091498467578396,3.1020103663904814,0.45510887242770237,0.047524138489333456,0.5399615750997027,2.930491488854246
12,K27M,265.48383839603173,0.03795907203394619,0.3113542397798982,2.2481647188813514,2.688062091766821,1.3067315940689104,0.05581374445536412,5.839897043651238,0.7247041985190492,2.7973065858358535,4.720017759049167,0.2299364143958246,2.261542004765827,1.519268232199651,0.10814308232822725,0.3982880587600207,1.9007524130556233
13,K27M,291.99010170323635,0.044238107704624725,0.37794143636338223,0.4592331619701143,1.2384207350955196,1.1197561488998375,0.037045918585099,3.012105560369145,0.5153050381800192,4.0221868795098255,3.7426777381558995,1.3456129044286462,0.0862164899693374,0.8212484652181758,0.04847638155904253,0.7029292586589032,2.899189244067089
14,K27M,273.1492478496153,0.04895047199446895,0.2430289257381314,5.402954438193175,0.6040434764922562,0.8298338162613836,0.03795359312635066,5.778366166632115,0.7287623939516912,0.5097530310903382,5.281801392987916,1.3460312228866902,1.4428898097974954,2.6298400113733287,0.06632352096560264,0.10355056931946305,2.677201196077469
15,K27M,283.3388056418497,0.04120251784667935,0.4130304036817512,3.1325055110303817,0.2055500698517676,1.8398492956756245,0.016307511592230095,2.3327621993177527,0.2036918804281564,0.6208870749685205,2.9671031846276024,0.6885427748277716,2.260501745279775,0.8010314556615019,0.0834053756546689,0.2735815951124851,2.49978102997365
16,K27M,278.68352588615073,0.03541807076274334,0.18106992977155167,2.464039750807811,0.44720107320080493,0.4195862427988917,0.0013455494318156472,1.6409956739940856,0.5476992205630065,1.2252176564702402,3.482861124453424,0.24326888360400167,2.286945058524151,0.28533643508253714,0.00014001773867863831,0.24131946139736415,1.2936871104615062
17,K27M,179.9905292680083,0.04453408839792537,0.4344912183803532,3.751193361522401,0.5370833769958879,1.3872816436988384,0.053692268384131304,3.3669694521349918,0.350784075185297,2.8185740900667104,5.446000305764267,0.5550338991835271,0.5061582194645907,0.241873743202344,0.07458593313100781,0.6527284936563532,1.1818191532338278
18,K27M,177.08000206568505,0.04407157591148364,0.4438080125804764,4.120552078127082,0.5683935993792781,1.1877032194059158,0.039130759327845266,3.369220691525224,0.5146323110874008,0.6504086397807343,3.568725647699726,0.4751382221582615,0.7196814625305133,0.2247728815501126,0.042422136963454996,0.029688933596877933,1.7492137159874925
19,K27M,298.27216966189457,0.04288311997182906,0.15093317969174258,4.073556976130863,1.6547557591983277,0.1268962615735989,0.052686432720329884,0.9174829832802655,0.5497357743612752,1.4273758639401697,5.2360296087914815,0.5938240269403342,1.8838494016790253,0.9638048041615455,0.18544320862611227,0.9245299324950642,1.1772985030137033
20,K27M,273.7623739658327,0.04402405612404785,0.4410129393589413,2.504051441761554,0.29018402671979837,1.1198598975591336,0.06534708722558419,2.1623984429205034,0.2367695474566448,3.870846755227741,4.746761182186522,0.5174942145812859,1.1647588539082159,0.23027205625721642,0.03156257902322294,0.589639948093027,2.9571604621644347
21,K27M,279.537299179053,0.04072978098082631,0.40210834006666213,1.3599154225643693,0.5927354154880599,2.4409120252886263,0.06985441210399261,3.2334793110249906,0.905188988785184,4.324837435177514,5.141539342575851,0.36947902399695015,1.8788702214631585,0.5551852244802282,0.10064124156889875,0.5144459267641251,2.6577592234058067
22,K27M,250.83314690976707,0.0502586727243856,0.4195921589585802,4.58564117539896,1.838664778552482,2.916343369410903,0.05601742724578294,7.0806167123455,0.5281327155258451,1.471069418026536,4.465876933003227,0.013628570706316845,2.947790539070178,2.403553607658563,0.0870236438119418,0.24316633981469765,1.4226114933852503
23,K27M,176.85960825941027,0.044274513526688,0.484326674797515,4.6897119042723,0.8356473215021021,1.193505344587014,0.038281461064788726,2.1837221889092144,0.5332663192479075,2.653078563210894,5.970781935504517,0.3037855542307571,1.0836134245333349,1.4923589834343198,0.037930338442047386,0.2782502423943073,1.8878090272590058
24,K27M,256.017593459531,0.04711988333946369,0.49732903979996473,3.4166437625187704,0.05255198482084422,2.1107561846031637,0.03145894932514728,7.445145760163443,0.5548154148670059,0.6951793122417316,2.7603121597359275,0.1704067648129357,3.9107951494180146,2.080194339009283,0.15465011787293853,0.4525781235102901,1.3095210225887983
25,K27M,255.64059451601304,0.04380162380351692,0.37870918159490113,3.6921750448778035,1.5751511741491786,0.6687555550735989,0.05979858143020106,7.956122063794889,0.923612476926901,2.8192404680997756,5.549228251961368,1.170024629750803,0.8287751219269921,1.3603399293947027,0.1455613023833536,0.37980619115819725,1.6062719022100571
26,K27M,297.23645289345626,0.047089828099623435,0.45798138214990786,2.0577670592244557,0.9667404404025293,2.5889112866187194,0.03857958314772896,5.842560012475834,0.5580331516358858,2.526701402917646,3.244063494775249,0.958270302636721,1.702555203951659,2.928799507038062,0.11632109589099511,0.6860182018031332,2.252304360027752
27,K27M,234.2948680283422,0.04691260910316626,0.40871793522330613,5.864612878833274,0.8077206288143137,2.3891938377518547,0.01683114477298446,8.699170625553306,0.8652484210076037,0.7816913071121728,5.288855276321259,0.008433400348816976,0.8623141185319523,1.6803313092404837,0.08663565359708161,0.6481860538991483,2.6594904736048255
28,K27M,176.62890804287946,0.044507304506408864,0.48875929102714,5.1615413752616845,0.9968857842767741,1.5876473497918921,0.02571430486247805,2.9226080048046237,0.6771569746207884,1.712694360157993,5.434216543454719,0.08965431773512834,1.2185730217249604,1.9158908855930141,0.01093479556958246,0.018608540346599096,2.306842072958499
29,K27M,177.33591802476514,0.04386370026213312,0.3510994445895942,3.4801326972537763,0.9695379127093359,0.5020091629845137,0.06674651842057412,0.36239338596134163,0.47932637771866987,3.210306852643684,5.765433108944646,0.2592202923159977,1.259529420859903,1.253941679308666,0.10172120147418622,0.19675532069252785,1.7141470875539608
30,K27M,250.63823411635286,0.04609354225792066,0.43272785702432015,3.5876109881406624,0.6609243730956602,2.4875304808034464,0.06839417115244284,1.2487680649500899,0.34641501493799853,2.109802781797665,4.187577172997409,0.38480637556144237,2.153387402077496,1.9471641297904567,0.10699730445305641,0.5637715189501229,1.538073639277896
31,K27M,179.37621106437638,0.044191844081439634,0.46699673161876376,5.314620022872011,1.1519975403921359,1.8811623811582823,0.030231658833567442,4.143735395886014,0.23326990999791353,0.0011164563110837773,4.073172173959852,0.04898276099140218,1.7561753431203173,1.2077213520195351,0.03312345070255633,0.2933924095790601,0.7649139246210843
32,K27M,207.08939017296143,0.04387227664329078,0.49647174681801776,2.0624022526248256,0.6472594429429986,0.9565919178160075,0.041016297919978996,2.1003134527422196,0.8573428921891001,2.3447550716444834,3.462847215572308,0.15628525952193012,1.0472164930950179,0.6737705291353705,0.09191419986979507,0.41047859286791005,2.7476732205638394
33,K27M,258.02888537807695,0.042287835474297576,0.3052912607725339,3.1289194628094092,2.454402023316092,0.34935696039886777,0.03109360581891771,1.1596119114906234,0.5287077536977756,2.535648295286002,5.259799444474621,1.1002317132375843,3.3384013324617143,0.6272195617527856,0.15231125108239615,0.4914319594736179,2.3299732447414123
34,K27M,272.16346637243817,0.05087357706394212,0.42977279590828976,5.385162752759663,0.47948411870001306,2.627207006715276,0.05763367342101808,3.3335450597699956,1.120661196555873,2.0734928210159387,5.588567444836681,0.5955750593529854,2.086994447455769,2.792676143291994,0.15765340026943753,0.6491513141000556,2.9159205473524157
35,K27M,177.3095545264845,0.04401151097108089,0.37061740363172896,4.9139049109177995,0.8045167289880739,1.9354188797387806,0.06499565432449374,3.8120416202581278,0.36593849573451914,0.9443203558888128,4.949005738535392,0.03070300703949546,1.0028865770493265,1.8304167434430565,0.10123320672575381,0.32642640567331666,1.2362359939033534
36,K27M,177.7858175687704,0.043347516229616675,0.36457199266440277,2.3047809977250364,0.47576584088739937,0.5627224691641138,0.06939709520009947,0.47569205922134583,0.7186602486370837,3.993709010428824,5.468955776509417,0.2626250862382981,0.5909005295811415,1.2292725953165906,0.11577680354801385,0.23369560349120974,2.3960959292735
37,K27M,178.11863162014902,0.044609702283682405,0.46621037386602826,5.013796869566607,1.201923467183267,1.7760691565320879,0.06863647157031492,4.900344704586534,0.4429524157545715,0.024306280917188453,3.823361754050478,0.016088978597559585,1.53542126354641,0.4107422731432727,0.11182836086681822,0.12668376093791603,1.5800029818650436
