run,condition,CF,a<sub>HSC1</sub>,p<sub>HSC1→MPP</sub>,a<sub>HSC2</sub>,p<sub>HSC2→MPP</sub>,p<sub>MPP→CMP</sub>,p<sub>CMP→GMP</sub>,p<sub>CMP→MEP</sub>,p<sub>MPP→MLP</sub>,p<sub>MEP→EP+</sub>,p<sub>EP+→EP-</sub>,p<sub>MPP→EP+</sub>,k<sub>MPP</sub>,d<sub>CMP</sub>,p<sub>GMP→M</sub>,d<sub>MEP</sub>,p<sub>MLP→M</sub>,d<sub>EP+</sub>,p<sub>EP-→M</sub>,r<sub>HSC1→HSC2</sub>,r<sub>HSC2→HSC1</sub>
28,K27M,382.87024491434534,0.031381823234804,0.2816020573688741,0.013812651374273757,0.25194637035683976,2.621714718268036,1.039833815810307,0.3419696655269817,0.06925600318881463,8.690748177621082,1.6421788427979815,1.713278839394028,3.722887315508128,1.143889532232866,2.922794897083582,0.9997437205965118,0.08621064223132238,0.0833683375823081,1.078883803526047,0.038719397095628716,0.006113401688429599
29,K27M,234.64961050975356,0.02728280791825772,0.08647588821196427,0.012958430590678756,0.49925001283222126,4.133847193150414,2.8517675114726093,1.7765388202953585,0.05508668374188851,1.53114675295268,0.48631476614052027,2.1527900512355522,5.93237633609734,0.2133629489981676,2.94858458727855,3.004612367003657,0.1700589191221058,0.257747088613255,2.1977849153138678,0.014628049624771676,0.0369178119854702
30,K27M,198.4947756733791,0.0319784424854821,0.44776879593621344,0.005562787568699577,0.47897378195821727,5.742266716530201,1.0110915078991398,1.7838062659718532,0.09208282919540746,4.804446668872624,0.2269912776039238,0.7998461577616032,5.34580631204378,0.05658394739450693,1.3563481709045528,0.683050321436231,0.1582350430945499,0.5509670176007999,0.7811621729535707,0.023415298323690565,0.016549627541588438
31,K27M,199.7917334667839,0.03029215815678354,0.40289027224434165,0.013081737389766857,0.4454159877387757,4.403773177080757,0.7343755050108415,1.6642424516695562,0.07283525004371603,2.4414635613089444,0.6336116018093674,2.6221151917259022,5.917869544231938,0.007159226613276818,0.9461419401927696,2.2982818733858554,0.13687731906730488,0.2683256686819813,2.0194633433754454,0.01957592864155382,0.02186843527087636
32,K27M,197.29435078665983,0.03795630593126307,0.4194066224003082,0.002227865526765211,0.17085343401650685,5.644656047515957,0.7575378926840015,1.948739667397424,0.02010285998842994,6.080295185291504,0.7153312424469163,1.231195018531979,5.954319021443787,0.21664206809385364,0.9216464287956947,0.17484150422349207,0.0034697162966631796,0.31299985547589826,2.3524554421936656,0.026091545273184,0.006884701161859384
33,K27M,197.62869570460413,0.03504944090490788,0.38149770642516817,0.011296116109326345,0.20339086975483808,3.013911369008496,0.04648625284947317,1.7960159624182575,0.05489798952775138,2.592898731496243,0.599097915426316,1.4261825958667178,3.607250805995412,0.01042206856031029,0.008355636070405013,2.408464675881262,0.0826026381290988,0.01747932398499536,2.031033277330156,0.01919678237619623,0.01338900415441
34,K27M,237.47580497983563,0.020799892481339906,0.3740872565108348,0.040423161880378124,0.20365006405610336,4.886989637788425,3.611252777436204,2.2836470130474242,0.07183140707476716,5.636474848717746,0.3398942211732409,1.3492474032016717,5.638242920503047,0.24559371952107345,3.4929059333886903,1.1201688197732003,0.11488822684511897,0.32109528845461893,1.259112357669679,0.005741627776388215,0.032708985336384444
35,K27M,317.2113184482781,0.039195493761175,0.3351505505795413,0.0032322579646702765,0.356907684009901,4.357491627746391,1.1251862204935663,3.714404986755324,0.024821755900248377,9.153702349224698,1.54736216540547,1.5439768154286577,4.395576126050733,0.11379277663918796,0.40268603402872744,1.7100863897453247,0.044128937764687334,0.5870875877540858,2.2300630842682176,0.02195551509727656,0.009900704575301917
36,K27M,198.36510856438372,0.03310233934814907,0.48484044434212287,0.0057443125319265416,0.40080958548858636,5.8075318195650105,0.7748918481108868,2.2253403751309717,0.021538993391850038,6.118246719908215,0.7139367886222843,0.41295161657591317,5.059196619428603,0.03389357060692642,1.0220896629885448,1.0497980571619236,0.004999879753250062,0.09907849833373975,2.5322285611644295,0.02300297108238601,0.014149114275821361
37,K27M,319.0038434481665,0.026113654306720205,0.35083674872477627,0.028624828773281905,0.49438788592229416,4.00756028257837,0.12272695397715772,1.49741843095439,0.08127949224484121,0.4739632748913464,0.6334162174003352,3.7513977013316033,5.653944498957423,0.5255774996388436,1.994915951990956,0.9549986934606842,0.05316145103027132,0.11366543331573314,2.98533085186118,0.00657651083380187,0.04765696654584336
38,K27M,233.21574013946162,0.021627154943151882,0.39074651678068967,0.03241360210093036,0.1682933629354789,4.3802655243759725,2.078388187980742,4.842573004699725,0.06054683585961845,4.557185420423682,0.34980841969635196,1.8065168622339391,5.4692349588946865,0.6561696184822338,1.45573282627209,0.5680816691889907,0.11261411667185983,0.8202592628507261,1.0429996347314723,0.010111302895576317,0.038692132204403956
39,K27M,199.2103532441384,0.02661756137657351,0.3597650453891582,0.004514733205092531,0.15206456768954443,4.893448321188632,1.747289070743909,0.48711263380102826,0.06036190529723087,1.382614090642586,0.40245321376855614,1.4857742367402254,5.699611570869725,0.33320896306582354,2.556255695952449,0.1294040775834279,0.10084168539868067,0.0874874408295026,1.3483921291791219,0.022348234331533743,0.029880586316778576
40,K27M,198.7366595002392,0.03437104839518976,0.13812871540009627,0.0028889388275881033,0.49053143684030726,4.567680846242649,0.5546528890219121,1.5940435475200168,0.09356312950305296,4.130361396662781,0.5508270196670634,0.5337142904009874,4.42117786906616,0.07777267092198178,0.7303659983380653,0.7147490830878903,0.16294867072801006,0.06875122071140516,1.9134613766996766,0.023095907847814682,0.015226573403994144
41,K27M,198.3016347584433,0.04032410180098587,0.36108640119811763,0.008479476401910513,0.2602885611363207,3.5552165565427045,0.4435864041610359,1.4576783064419343,0.03106995261435055,3.247768156519148,0.5982837033827146,2.9007903120213885,5.536162181953009,0.08228258817147684,0.5525533574462111,1.1895214133221024,0.027809855913308056,0.3819986212054579,2.0782691566196467,0.02163380960744076,0.003938959207702396
42,K27M,356.5517844765154,0.027009890635375688,0.0065385305625964285,0.005206048831956651,0.12908351857609623,2.3948825496026243,0.016200049420834306,0.6287047148977889,0.0181430854108508,9.715029255301964,1.4847561590176235,2.5521726219971868,4.833297779942179,0.4952840158980972,3.5463448038454635,3.4500501990715544,0.012615855249019793,1.0578070033081415,0.9107120476809558,0.020756061334605048,0.042033964075709654
43,K27M,199.5061336049797,0.021241963751618836,0.34121243881478874,0.0008187364299999714,0.3531269226863934,4.328811049275174,1.6076495006922604,0.6269544797889524,0.08098782806330664,1.3499136820881363,0.6213141560425519,2.6074219641787915,5.984135833172253,0.0512127900175469,1.9076430470276071,0.4368409090064803,0.1310630111903468,0.030630988192090057,2.2754256963029644,0.02405419845299611,0.04258201884831824
