run,condition,CF,a<sub>HSC1</sub>,p<sub>HSC1→MPP</sub>,a<sub>HSC2</sub>,p<sub>HSC2→MPP</sub>,p<sub>MPP→CMP</sub>,p<sub>CMP→GMP</sub>,p<sub>CMP→MEP</sub>,p<sub>MPP→MLP</sub>,p<sub>MEP→EP+</sub>,p<sub>EP+→EP-</sub>,k<sub>MPP</sub>,d<sub>CMP</sub>,p<sub>GMP→M</sub>,d<sub>MEP</sub>,p<sub>MLP→M</sub>,d<sub>EP+</sub>,p<sub>EP-→M</sub>,r<sub>HSC1→HSC2</sub>,r<sub>HSC2→HSC1</sub>
11,WT,286.78356522012325,0.0009035770916230177,0.12505846377657384,0.0042918717878487975,0.43968628330777726,5.153392416934339,0.3963470756524423,1.8355071874238038,0.05830177329407107,5.312089037012683,1.580907331157438,4.891175393221898,0.5799173631955818,0.03444878009132585,0.9110689765543778,0.056120286126961176,0.33540459946072626,0.8151603421435314,0.04079838544781827,0.004288135028217619
12,WT,256.8221140564183,0.0004394087713794783,0.16994132444362592,0.009360142860245897,0.31430337082049475,6.10796909805623,0.2901630072696713,2.166970133887036,0.061818265280252103,6.015947913382471,0.8044767110081338,5.874640238940619,0.2740125140249231,0.03448409481535667,0.09712785631441254,0.01808981199475119,0.887184834122309,0.5736523085546663,0.024813711667683865,0.003782185850139724
13,WT,253.3110589311536,0.0022420980218260536,0.45213465421760085,0.0187721380885788,0.46504552449166187,5.755665591724651,0.7336921223561452,1.1250658462727334,0.09400918554466826,2.689887864808347,0.4504273234801388,5.3698236874600465,0.10589244280009928,0.1294631010102124,1.144575911912956,0.030289386319870895,0.4147424496038688,0.2535811211299556,0.007283563704406212,0.0021781848175205292
14,WT,350.8124709876095,0.0017065468902946004,0.3784881891614855,0.0014163795850481564,0.14436779554748258,5.829122014770199,2.388342514175199,2.1500479138015924,0.057221448032475336,8.647286595587735,1.7174703610701516,5.711024144459481,0.28694746479746236,1.1955361009711942,0.2965468665628208,0.0966523481054859,0.3892210706010646,1.763459672010785,0.04154253144437875,0.006163356042877939
15,WT,253.86179193988505,0.003718287751152329,0.32095252106244,0.01655307424635201,0.2468494535554539,5.7986641011653965,0.4376704194167196,1.7981754070829388,0.0986714300552738,5.36586472907465,1.2021133539659585,5.613461557574436,0.056206641585840676,0.06449447713690502,0.260519003139259,0.03427988795231172,0.26754992491702695,0.8905672456706992,0.010875548158034924,0.0026556518054617947
16,WT,255.26919518719987,0.000790949688139026,0.32432548281673645,0.015560563991632482,0.49712168903858206,5.818876977887155,0.5371731838378321,1.8340890757490498,0.06485523300532436,4.5074510095177995,1.2415463943972926,5.411962109415658,0.02270139941265832,0.06381622506577166,0.5158375882716384,0.014322133694998983,0.004476158079731285,0.814174615828229,0.011714206661673896,0.0022716375746028024
17,WT,271.4899077322157,0.0012793096564496665,0.25956330291070207,0.01897154787249691,0.4087310209272056,4.840142717122296,0.36575480663357135,1.7459546173765499,0.08964775815029508,6.253302915045939,1.0341637214078754,4.661595736749686,0.9124618879531421,0.07048620926338173,0.09914113688104838,0.03744685133646136,0.09398087653949057,0.8206067871782151,0.003953690843380327,0.0039412851109769
18,WT,282.3768704648149,0.001624058298329457,0.14376279365658157,0.005319973636940598,0.35079796684731795,4.380347061356992,0.7919154781687929,1.200432853127989,0.09102378809699573,4.058314791814987,0.8682760726309695,4.2373219544651475,0.27183013865786954,0.08765655141066973,1.244954380902344,0.06841064173442885,0.7575657157684923,0.31937227976615495,0.02595405924690758,0.00357904472334043
19,WT,420.14286552268123,0.010026299669613666,0.27872901822089,0.008882612798476668,0.2136953917597909,6.198506816701531,1.9287088164300767,3.978211596942879,0.013906272583987411,2.7024475438647695,1.8043559974647536,5.509243717622312,0.42924159646818794,0.7297793292059014,0.2695055309228809,0.0062393427152360745,1.2993886038800535,1.9166926278573806,0.01217523271568495,0.0004979640828304682
20,WT,282.209129256795,0.00349266493794688,0.2612145299960064,0.006432452743209709,0.1272156018081393,5.912858035343676,2.091949472627185,1.934749746906249,0.09321363039519077,1.804223256612389,0.5990554465332405,5.85706859367341,1.9876797139386038,0.1726738902121721,0.9098935454117133,0.07092607394605818,0.023142309797495444,0.3973693497126652,0.03432675448024847,0.0015709536299813986
21,WT,299.8797564144556,0.00456761710254269,0.12292611780779672,0.012803762514456142,0.45984524945695354,3.8770686020143112,0.7068381454214273,1.0094174645568172,0.006850362989844773,6.501157496178731,0.9416401607347032,3.5790065360147953,0.22344164898528118,0.3930494384512405,0.5235372431541263,0.0015030667370890321,0.10017652199256778,0.6185121983926163,0.021099039269186007,0.0016806524244843749
22,WT,418.0672766732994,0.0016398982691933402,0.3094222785131113,0.009929261718295694,0.05149915579965347,3.9286636546108475,1.9048936230207651,1.6154875906758042,0.09398170800974787,6.324759039361183,1.0885303653857317,3.7782822416368953,1.624824812738344,0.7478296887170335,0.5940179954828797,0.06534034433643382,1.0792260178597282,0.12998928118387498,0.018890131775534568,0.011987793928994668
